ticket_id,created_at,resolved_at,status,priority,category,subcategory,channel,site,assigned_group,resolution_minutes,sla_target_minutes,sla_met,root_cause,customer_satisfaction
TKT-00312,2026-05-28 17:48:00,2026-05-29 04:10:00,Resolved,P3 - Medium,Hardware,Monitor issue,Monitoring Alert,Perth CBD,Service Desk,622.0,1440,True,Hardware failure,5.0
TKT-00313,2026-03-29 09:56:00,2026-03-30 02:35:00,Closed,P3 - Medium,Network,Wi-Fi issue,Self-service Portal,Perth CBD,Network Support,999.0,1440,True,Network outage,4.0
TKT-00314,2026-04-21 17:10:00,2026-04-21 22:55:00,Resolved,P4 - Low,Security,Unauthorized access attempt,Phone,Perth CBD,Service Desk,345.0,2880,True,Hardware failure,5.0
TKT-00315,2026-05-19 11:42:00,2026-05-19 20:52:00,Resolved,P2 - High,Network,Wi-Fi issue,Email,Canning Vale,Field Support,550.0,480,False,Network outage,3.0
TKT-00316,2026-04-20 08:18:00,2026-04-20 17:59:00,Closed,P2 - High,Printer,Network printer offline,Phone,Perth CBD,Service Desk,581.0,480,False,Configuration issue,3.0
TKT-00317,2026-01-30 11:50:00,2026-01-31 00:28:00,Closed,P3 - Medium,Network,VPN issue,Walk-up,Perth CBD,Field Support,758.0,1440,True,Software bug,4.0
TKT-00318,2026-04-25 07:16:00,2026-04-25 17:11:00,Closed,P4 - Low,Network,Slow connection,Phone,Malaga,Field Support,595.0,2880,True,User error,4.0
TKT-00319,2026-06-21 12:51:00,2026-06-21 23:48:00,Closed,P3 - Medium,Network,Switch port issue,Phone,Osborne Park,Service Desk,657.0,1440,True,Unknown,5.0
TKT-00320,2026-06-25 14:36:00,,Pending User,P3 - Medium,Hardware,Monitor issue,Monitoring Alert,Malaga,Service Desk,,1440,,Software bug,
TKT-00321,2026-05-13 16:43:00,2026-05-14 06:04:00,Closed,P3 - Medium,CCTV,NVR connectivity,Email,Canning Vale,Desktop Support,801.0,1440,True,Configuration issue,5.0
TKT-00322,2026-04-19 08:43:00,2026-04-19 16:58:00,Closed,P4 - Low,Security,Malware alert,Self-service Portal,Malaga,Network Support,495.0,2880,True,Access permission,4.0
TKT-00323,2026-04-12 15:20:00,2026-04-13 03:22:00,Closed,P2 - High,CCTV,IP address conflict,Email,Remote User,Field Support,722.0,480,False,Network outage,3.0
TKT-00324,2026-02-07 16:37:00,2026-02-07 21:58:00,Closed,P3 - Medium,Software,Application error,Email,Osborne Park,Service Desk,321.0,1440,True,Unknown,5.0
TKT-00325,2026-04-16 11:24:00,2026-04-17 00:46:00,Closed,P3 - Medium,Hardware,Peripheral fault,Self-service Portal,Canning Vale,Service Desk,802.0,1440,True,Configuration issue,5.0
TKT-00326,2026-06-27 13:02:00,2026-06-27 18:20:00,Closed,P2 - High,Hardware,Docking station issue,Phone,Perth CBD,Security Support,318.0,480,True,Hardware failure,4.0
TKT-00327,2026-03-19 11:17:00,2026-03-19 21:37:00,Resolved,P1 - Critical,CCTV,Camera offline,Phone,Wangara,Network Support,620.0,240,False,Access permission,3.0
TKT-00328,2026-04-17 16:41:00,2026-04-18 00:44:00,Closed,P4 - Low,Software,Performance issue,Phone,Canning Vale,Security Support,483.0,2880,True,Unknown,3.0
TKT-00329,2026-02-10 08:19:00,2026-02-10 09:06:00,Closed,P3 - Medium,Software,Performance issue,Phone,Osborne Park,Field Support,47.0,1440,True,User error,5.0
TKT-00330,2026-01-15 10:02:00,2026-01-15 14:45:00,Closed,P4 - Low,Network,Slow connection,Phone,Malaga,Network Support,283.0,2880,True,Unknown,4.0
TKT-00331,2026-06-24 07:15:00,,Pending Vendor,P3 - Medium,Software,Installation request,Monitoring Alert,Osborne Park,Security Support,,1440,,Configuration issue,
TKT-00332,2026-03-30 09:53:00,2026-03-31 05:29:00,Closed,P3 - Medium,Security,Suspicious email,Walk-up,Perth CBD,Security Support,1176.0,1440,True,User error,5.0
TKT-00333,2026-02-26 17:14:00,,Pending User,P3 - Medium,Network,LAN outage,Walk-up,Remote User,Security Support,,1440,,Network outage,
TKT-00334,2026-01-03 14:58:00,2026-01-03 15:53:00,Resolved,P4 - Low,Network,LAN outage,Self-service Portal,Perth CBD,Desktop Support,55.0,2880,True,Hardware failure,3.0
TKT-00335,2026-06-14 11:27:00,2026-06-14 12:11:00,Resolved,P4 - Low,Account,MFA issue,Monitoring Alert,Malaga,Desktop Support,44.0,2880,True,Software bug,5.0
TKT-00336,2026-05-30 08:00:00,2026-05-31 05:44:00,Closed,P3 - Medium,Hardware,Docking station issue,Self-service Portal,Remote User,Field Support,1304.0,1440,True,Network outage,5.0
TKT-00337,2026-03-28 11:40:00,2026-03-29 03:24:00,Closed,P3 - Medium,Hardware,Docking station issue,Walk-up,Remote User,Network Support,944.0,1440,True,Configuration issue,4.0
TKT-00338,2026-06-03 13:42:00,,Open,P3 - Medium,Network,Slow connection,Phone,Remote User,Service Desk,,1440,,Access permission,
TKT-00339,2026-04-14 13:47:00,,Open,P3 - Medium,Software,Application error,Self-service Portal,Remote User,Field Support,,1440,,Unknown,
TKT-00340,2026-05-17 17:50:00,2026-05-17 21:47:00,Closed,P3 - Medium,Network,Slow connection,Self-service Portal,Malaga,Desktop Support,237.0,1440,True,Unknown,4.0
TKT-00341,2026-05-01 09:47:00,2026-05-01 12:07:00,Closed,P3 - Medium,Account,Access request,Walk-up,Remote User,Service Desk,140.0,1440,True,Configuration issue,4.0
TKT-00342,2026-03-26 12:16:00,2026-03-26 19:00:00,Closed,P3 - Medium,Hardware,Keyboard/mouse,Email,Canning Vale,Service Desk,404.0,1440,True,Unknown,5.0
TKT-00343,2026-05-01 10:32:00,2026-05-01 15:03:00,Closed,P3 - Medium,Account,Account lockout,Self-service Portal,Malaga,Security Support,271.0,1440,True,User error,3.0
TKT-00344,2026-03-29 13:36:00,,Pending User,P2 - High,CCTV,IP address conflict,Phone,Malaga,Desktop Support,,480,,Unknown,
TKT-00345,2026-03-22 17:03:00,,Pending User,P3 - Medium,Network,Wi-Fi issue,Monitoring Alert,Malaga,Desktop Support,,1440,,Unknown,
TKT-00346,2026-01-23 09:39:00,2026-01-23 11:44:00,Closed,P3 - Medium,Printer,Network printer offline,Monitoring Alert,Canning Vale,Security Support,125.0,1440,True,Software bug,4.0
TKT-00347,2026-01-04 12:48:00,2026-01-05 03:02:00,Resolved,P3 - Medium,Network,LAN outage,Email,Remote User,Service Desk,854.0,1440,True,Access permission,5.0
TKT-00348,2026-03-21 09:06:00,,Open,P2 - High,Account,Account lockout,Self-service Portal,Osborne Park,Network Support,,480,,Configuration issue,
TKT-00349,2026-04-27 18:33:00,,Pending Vendor,P1 - Critical,Network,Switch port issue,Self-service Portal,Malaga,Security Support,,240,,Access permission,
TKT-00350,2026-04-02 10:10:00,,Open,P3 - Medium,Security,Unauthorized access attempt,Email,Wangara,Desktop Support,,1440,,Access permission,
TKT-00351,2026-05-10 09:07:00,2026-05-10 09:54:00,Closed,P2 - High,Security,Suspicious email,Monitoring Alert,Remote User,Network Support,47.0,480,True,Unknown,4.0
TKT-00352,2026-06-19 08:41:00,,Pending User,P1 - Critical,Software,Application error,Email,Remote User,Service Desk,,240,,Software bug,
TKT-00353,2026-06-29 09:13:00,2026-06-29 16:09:00,Closed,P2 - High,Software,Application error,Walk-up,Canning Vale,Service Desk,416.0,480,True,Access permission,5.0
TKT-00354,2026-04-18 08:32:00,2026-04-18 11:12:00,Resolved,P3 - Medium,Software,Application error,Walk-up,Perth CBD,Service Desk,160.0,1440,True,Software bug,5.0
TKT-00355,2026-05-14 10:22:00,2026-05-14 17:09:00,Closed,P2 - High,Network,Slow connection,Phone,Perth CBD,Field Support,407.0,480,True,Software bug,5.0
TKT-00356,2026-03-02 07:00:00,2026-03-03 03:55:00,Closed,P3 - Medium,CCTV,Camera offline,Self-service Portal,Remote User,Security Support,1255.0,1440,True,Configuration issue,5.0
TKT-00357,2026-01-26 11:41:00,2026-01-26 15:02:00,Closed,P3 - Medium,Security,Firewall alert,Walk-up,Canning Vale,Service Desk,201.0,1440,True,User error,4.0
TKT-00358,2026-04-03 17:20:00,2026-04-04 03:12:00,Resolved,P4 - Low,Printer,Print queue issue,Email,Perth CBD,Service Desk,592.0,2880,True,Unknown,4.0
TKT-00359,2026-04-23 16:17:00,2026-04-24 15:42:00,Closed,P3 - Medium,Network,Wi-Fi issue,Walk-up,Malaga,Desktop Support,1405.0,1440,True,User error,5.0
TKT-00360,2026-04-09 18:54:00,2026-04-10 04:03:00,Closed,P4 - Low,Hardware,Keyboard/mouse,Phone,Perth CBD,Desktop Support,549.0,2880,True,Access permission,4.0
TKT-00361,2026-01-27 13:58:00,2026-01-27 15:15:00,Resolved,P4 - Low,Account,Account lockout,Phone,Osborne Park,Security Support,77.0,2880,True,Unknown,5.0
TKT-00362,2026-02-03 14:58:00,2026-02-03 19:02:00,Resolved,P1 - Critical,Hardware,Keyboard/mouse,Email,Perth CBD,Network Support,244.0,240,False,Access permission,3.0
TKT-00363,2026-05-28 18:36:00,2026-05-29 05:02:00,Resolved,P3 - Medium,Hardware,Docking station issue,Self-service Portal,Osborne Park,Field Support,626.0,1440,True,User error,4.0
TKT-00364,2026-06-19 17:41:00,2026-06-20 09:30:00,Closed,P3 - Medium,Software,Application error,Email,Remote User,Desktop Support,949.0,1440,True,Network outage,4.0
TKT-00365,2026-01-20 14:20:00,2026-01-20 20:30:00,Resolved,P4 - Low,Printer,Toner/maintenance,Email,Osborne Park,Desktop Support,370.0,2880,True,Network outage,4.0
TKT-00366,2026-04-28 14:51:00,2026-04-28 16:24:00,Closed,P3 - Medium,Account,Password reset,Monitoring Alert,Canning Vale,Network Support,93.0,1440,True,User error,5.0
TKT-00367,2026-04-14 13:02:00,2026-04-14 15:43:00,Closed,P3 - Medium,Security,Suspicious email,Email,Osborne Park,Field Support,161.0,1440,True,Access permission,5.0
TKT-00368,2026-06-21 14:21:00,2026-06-21 16:13:00,Closed,P3 - Medium,Hardware,Workstation fault,Phone,Canning Vale,Network Support,112.0,1440,True,Network outage,4.0
TKT-00369,2026-04-04 18:28:00,2026-04-04 19:56:00,Resolved,P3 - Medium,Printer,Driver issue,Email,Malaga,Network Support,88.0,1440,True,Unknown,3.0
TKT-00370,2026-04-06 18:06:00,2026-04-06 19:01:00,Closed,P4 - Low,Account,Access request,Monitoring Alert,Wangara,Security Support,55.0,2880,True,User error,3.0
TKT-00371,2026-04-11 10:29:00,2026-04-11 16:34:00,Closed,P2 - High,Hardware,Monitor issue,Walk-up,Perth CBD,Security Support,365.0,480,True,User error,5.0
TKT-00372,2026-04-26 14:42:00,2026-04-26 18:42:00,Closed,P4 - Low,CCTV,NVR connectivity,Monitoring Alert,Perth CBD,Field Support,240.0,2880,True,Access permission,5.0
TKT-00373,2026-05-04 15:49:00,2026-05-05 02:59:00,Resolved,P4 - Low,Network,LAN outage,Self-service Portal,Wangara,Desktop Support,670.0,2880,True,User error,5.0
TKT-00374,2026-05-10 13:26:00,,Open,P3 - Medium,Hardware,Peripheral fault,Phone,Malaga,Security Support,,1440,,Hardware failure,
TKT-00375,2026-04-16 16:44:00,2026-04-17 07:04:00,Closed,P3 - Medium,Security,Firewall alert,Self-service Portal,Malaga,Field Support,860.0,1440,True,Access permission,5.0
TKT-00376,2026-06-25 12:58:00,2026-06-25 18:00:00,Resolved,P2 - High,Network,LAN outage,Self-service Portal,Osborne Park,Network Support,302.0,480,True,Access permission,5.0
TKT-00377,2026-05-27 17:45:00,2026-05-29 08:10:00,Closed,P3 - Medium,Network,Switch port issue,Walk-up,Canning Vale,Service Desk,2305.0,1440,False,Network outage,2.0
TKT-00378,2026-01-15 10:17:00,2026-01-15 19:00:00,Closed,P3 - Medium,Network,LAN outage,Walk-up,Remote User,Network Support,523.0,1440,True,Configuration issue,5.0
TKT-00379,2026-05-19 07:22:00,2026-05-19 13:10:00,Closed,P3 - Medium,Printer,Print queue issue,Self-service Portal,Remote User,Field Support,348.0,1440,True,Unknown,5.0
TKT-00380,2026-05-11 18:18:00,2026-05-12 01:44:00,Closed,P3 - Medium,Network,Wi-Fi issue,Monitoring Alert,Canning Vale,Security Support,446.0,1440,True,Unknown,5.0
TKT-00381,2026-01-04 18:16:00,2026-01-05 00:45:00,Closed,P3 - Medium,Security,Unauthorized access attempt,Phone,Remote User,Network Support,389.0,1440,True,Unknown,4.0
TKT-00382,2026-02-19 11:28:00,2026-02-19 16:13:00,Closed,P3 - Medium,Software,Application error,Phone,Wangara,Field Support,285.0,1440,True,User error,4.0
TKT-00383,2026-02-03 09:37:00,2026-02-03 17:46:00,Closed,P3 - Medium,Hardware,Workstation fault,Walk-up,Canning Vale,Desktop Support,489.0,1440,True,User error,5.0
TKT-00384,2026-06-10 16:53:00,2026-06-11 15:10:00,Closed,P3 - Medium,Network,VPN issue,Self-service Portal,Osborne Park,Network Support,1337.0,1440,True,User error,5.0
TKT-00385,2026-02-17 15:04:00,2026-02-18 02:36:00,Closed,P3 - Medium,Printer,Driver issue,Monitoring Alert,Osborne Park,Field Support,692.0,1440,True,Software bug,5.0
TKT-00386,2026-03-26 12:23:00,2026-03-26 13:00:00,Closed,P2 - High,Network,Switch port issue,Self-service Portal,Canning Vale,Field Support,37.0,480,True,Unknown,4.0
TKT-00387,2026-03-30 14:15:00,2026-03-30 15:32:00,Closed,P3 - Medium,Printer,Driver issue,Email,Remote User,Network Support,77.0,1440,True,Software bug,5.0
TKT-00388,2026-05-19 18:18:00,2026-05-20 03:13:00,Closed,P4 - Low,CCTV,Video playback issue,Self-service Portal,Osborne Park,Security Support,535.0,2880,True,Software bug,3.0
TKT-00389,2026-05-12 08:06:00,2026-05-13 06:25:00,Closed,P4 - Low,Network,Switch port issue,Self-service Portal,Perth CBD,Service Desk,1339.0,2880,True,Configuration issue,4.0
TKT-00390,2026-04-19 08:13:00,2026-04-19 13:25:00,Resolved,P3 - Medium,Account,Account lockout,Email,Remote User,Desktop Support,312.0,1440,True,User error,5.0
TKT-00391,2026-01-14 09:50:00,2026-01-14 22:21:00,Closed,P3 - Medium,Software,Application error,Self-service Portal,Wangara,Network Support,751.0,1440,True,Software bug,4.0
TKT-00392,2026-01-05 13:43:00,2026-01-05 17:16:00,Closed,P3 - Medium,Hardware,Workstation fault,Self-service Portal,Perth CBD,Field Support,213.0,1440,True,User error,3.0
TKT-00393,2026-01-28 11:50:00,,Pending Vendor,P2 - High,Account,MFA issue,Self-service Portal,Perth CBD,Network Support,,480,,Unknown,
TKT-00394,2026-01-08 14:10:00,2026-01-09 08:01:00,Resolved,P3 - Medium,CCTV,NVR connectivity,Monitoring Alert,Osborne Park,Network Support,1071.0,1440,True,Access permission,5.0
TKT-00395,2026-06-15 12:00:00,,Open,P3 - Medium,Network,Switch port issue,Self-service Portal,Wangara,Service Desk,,1440,,User error,
TKT-00396,2026-01-22 11:13:00,2026-01-22 17:21:00,Closed,P3 - Medium,Network,Slow connection,Phone,Canning Vale,Field Support,368.0,1440,True,Configuration issue,5.0
TKT-00397,2026-02-19 08:11:00,2026-02-19 12:50:00,Resolved,P2 - High,Network,Switch port issue,Email,Osborne Park,Security Support,279.0,480,True,Access permission,5.0
TKT-00398,2026-01-26 10:46:00,2026-01-27 03:13:00,Closed,P3 - Medium,Software,Installation request,Walk-up,Wangara,Desktop Support,987.0,1440,True,User error,5.0
TKT-00399,2026-05-05 14:21:00,2026-05-06 01:51:00,Closed,P2 - High,Hardware,Peripheral fault,Phone,Osborne Park,Field Support,690.0,480,False,Hardware failure,4.0
TKT-00400,2026-03-22 10:50:00,2026-03-22 16:17:00,Closed,P4 - Low,Printer,Network printer offline,Walk-up,Malaga,Desktop Support,327.0,2880,True,Access permission,4.0
TKT-00401,2026-04-02 11:31:00,2026-04-02 15:28:00,Closed,P4 - Low,Account,Access request,Self-service Portal,Perth CBD,Network Support,237.0,2880,True,Unknown,5.0
TKT-00402,2026-06-10 08:46:00,2026-06-10 10:56:00,Closed,P4 - Low,Printer,Print queue issue,Self-service Portal,Remote User,Service Desk,130.0,2880,True,Unknown,3.0
TKT-00403,2026-01-10 15:16:00,2026-01-10 20:07:00,Closed,P3 - Medium,Software,Performance issue,Phone,Malaga,Security Support,291.0,1440,True,Configuration issue,5.0
TKT-00404,2026-02-04 14:32:00,2026-02-05 16:11:00,Resolved,P3 - Medium,CCTV,Video playback issue,Self-service Portal,Perth CBD,Desktop Support,1539.0,1440,False,Unknown,4.0
TKT-00405,2026-05-12 09:28:00,2026-05-12 11:27:00,Resolved,P4 - Low,Security,Malware alert,Monitoring Alert,Malaga,Service Desk,119.0,2880,True,Configuration issue,4.0
TKT-00406,2026-03-01 07:42:00,2026-03-01 15:26:00,Closed,P3 - Medium,Printer,Toner/maintenance,Monitoring Alert,Canning Vale,Security Support,464.0,1440,True,User error,4.0
TKT-00407,2026-05-14 17:53:00,2026-05-14 18:42:00,Closed,P3 - Medium,Network,Slow connection,Self-service Portal,Osborne Park,Field Support,49.0,1440,True,Configuration issue,4.0
TKT-00408,2026-01-20 15:16:00,2026-01-21 21:00:00,Closed,P3 - Medium,Hardware,Peripheral fault,Monitoring Alert,Malaga,Network Support,1784.0,1440,False,Software bug,3.0
TKT-00409,2026-02-05 14:10:00,2026-02-05 18:36:00,Closed,P4 - Low,Printer,Toner/maintenance,Phone,Wangara,Desktop Support,266.0,2880,True,Configuration issue,4.0
TKT-00410,2026-02-28 13:51:00,2026-03-01 03:16:00,Closed,P3 - Medium,Hardware,Workstation fault,Monitoring Alert,Remote User,Security Support,805.0,1440,True,Software bug,4.0
TKT-00411,2026-01-06 10:02:00,2026-01-06 16:51:00,Resolved,P2 - High,Network,Switch port issue,Phone,Wangara,Field Support,409.0,480,True,User error,3.0
TKT-00412,2026-02-16 15:25:00,2026-02-17 01:55:00,Closed,P2 - High,CCTV,Camera offline,Walk-up,Perth CBD,Desktop Support,630.0,480,False,Software bug,3.0
TKT-00413,2026-02-26 13:38:00,2026-02-26 16:25:00,Closed,P3 - Medium,Account,Access request,Self-service Portal,Remote User,Field Support,167.0,1440,True,Hardware failure,3.0
TKT-00414,2026-06-02 16:04:00,,Pending Vendor,P3 - Medium,Network,LAN outage,Monitoring Alert,Canning Vale,Desktop Support,,1440,,User error,
TKT-00415,2026-06-25 13:52:00,,Open,P3 - Medium,Network,LAN outage,Self-service Portal,Perth CBD,Desktop Support,,1440,,Software bug,
TKT-00416,2026-05-17 15:48:00,,Open,P3 - Medium,CCTV,Camera offline,Email,Canning Vale,Desktop Support,,1440,,Network outage,
TKT-00417,2026-06-23 17:27:00,,Pending Vendor,P1 - Critical,Software,Performance issue,Walk-up,Perth CBD,Field Support,,240,,Software bug,
TKT-00418,2026-04-08 12:37:00,2026-04-08 18:34:00,Resolved,P4 - Low,Network,Switch port issue,Email,Canning Vale,Desktop Support,357.0,2880,True,Hardware failure,5.0
TKT-00419,2026-03-14 16:56:00,2026-03-15 01:37:00,Resolved,P3 - Medium,Software,Installation request,Phone,Perth CBD,Service Desk,521.0,1440,True,Network outage,5.0
TKT-00420,2026-02-22 18:51:00,2026-02-22 21:58:00,Closed,P3 - Medium,Software,Installation request,Email,Wangara,Security Support,187.0,1440,True,Access permission,4.0
TKT-00421,2026-05-25 12:39:00,2026-05-26 03:51:00,Closed,P3 - Medium,Software,Performance issue,Phone,Canning Vale,Field Support,912.0,1440,True,Unknown,4.0
TKT-00422,2026-05-04 11:19:00,2026-05-04 19:15:00,Closed,P2 - High,Software,Performance issue,Phone,Remote User,Service Desk,476.0,480,True,Access permission,5.0
TKT-00423,2026-01-26 10:32:00,,Pending Vendor,P4 - Low,Network,VPN issue,Walk-up,Osborne Park,Field Support,,2880,,Access permission,
TKT-00424,2026-06-12 07:51:00,2026-06-12 11:08:00,Closed,P2 - High,Account,Access request,Monitoring Alert,Osborne Park,Security Support,197.0,480,True,User error,3.0
TKT-00425,2026-01-10 18:24:00,2026-01-10 19:18:00,Closed,P2 - High,Network,VPN issue,Self-service Portal,Remote User,Field Support,54.0,480,True,Hardware failure,5.0
TKT-00426,2026-02-14 17:31:00,,Pending Vendor,P3 - Medium,Account,Account lockout,Email,Wangara,Field Support,,1440,,Hardware failure,
TKT-00427,2026-06-28 10:39:00,2026-06-29 03:38:00,Closed,P4 - Low,Network,Wi-Fi issue,Walk-up,Wangara,Service Desk,1019.0,2880,True,Configuration issue,4.0
TKT-00428,2026-06-21 13:25:00,2026-06-21 17:53:00,Closed,P3 - Medium,Network,Switch port issue,Email,Remote User,Service Desk,268.0,1440,True,User error,5.0
TKT-00429,2026-05-30 12:22:00,2026-05-30 16:50:00,Closed,P3 - Medium,Software,Installation request,Phone,Osborne Park,Desktop Support,268.0,1440,True,Software bug,5.0
TKT-00430,2026-04-15 15:06:00,2026-04-15 18:19:00,Closed,P3 - Medium,CCTV,Video playback issue,Walk-up,Perth CBD,Field Support,193.0,1440,True,Hardware failure,5.0
TKT-00431,2026-06-27 14:24:00,2026-06-27 21:43:00,Closed,P4 - Low,CCTV,NVR connectivity,Walk-up,Canning Vale,Security Support,439.0,2880,True,Network outage,5.0
TKT-00432,2026-04-08 17:50:00,2026-04-09 19:33:00,Closed,P3 - Medium,CCTV,NVR connectivity,Walk-up,Canning Vale,Network Support,1543.0,1440,False,Network outage,3.0
TKT-00433,2026-03-15 08:25:00,2026-03-15 19:09:00,Closed,P3 - Medium,Software,Installation request,Email,Osborne Park,Desktop Support,644.0,1440,True,Software bug,5.0
TKT-00434,2026-02-16 18:43:00,2026-02-17 03:20:00,Closed,P2 - High,Hardware,Keyboard/mouse,Phone,Wangara,Desktop Support,517.0,480,False,Unknown,4.0
TKT-00435,2026-06-08 12:09:00,2026-06-08 16:46:00,Resolved,P2 - High,Hardware,Workstation fault,Email,Remote User,Security Support,277.0,480,True,Network outage,5.0
TKT-00436,2026-05-04 12:39:00,,Pending Vendor,P4 - Low,Network,Slow connection,Monitoring Alert,Osborne Park,Network Support,,2880,,Software bug,
TKT-00437,2026-04-12 10:48:00,2026-04-13 04:58:00,Closed,P3 - Medium,Network,Wi-Fi issue,Self-service Portal,Canning Vale,Security Support,1090.0,1440,True,Network outage,5.0
TKT-00438,2026-02-14 14:07:00,2026-02-14 18:41:00,Resolved,P3 - Medium,Network,VPN issue,Walk-up,Remote User,Service Desk,274.0,1440,True,User error,5.0
TKT-00439,2026-04-03 16:55:00,2026-04-03 19:04:00,Closed,P3 - Medium,Account,MFA issue,Phone,Malaga,Security Support,129.0,1440,True,Network outage,4.0
TKT-00440,2026-04-18 18:48:00,2026-04-19 18:00:00,Closed,P2 - High,Hardware,Docking station issue,Monitoring Alert,Wangara,Field Support,1392.0,480,False,Configuration issue,3.0
TKT-00441,2026-03-11 10:35:00,2026-03-11 21:36:00,Resolved,P3 - Medium,Security,Unauthorized access attempt,Phone,Wangara,Desktop Support,661.0,1440,True,Software bug,4.0
TKT-00442,2026-06-11 15:34:00,2026-06-11 17:54:00,Closed,P2 - High,Printer,Network printer offline,Walk-up,Malaga,Field Support,140.0,480,True,Unknown,5.0
TKT-00443,2026-01-16 10:52:00,2026-01-16 22:35:00,Resolved,P3 - Medium,Software,Application error,Monitoring Alert,Remote User,Network Support,703.0,1440,True,Hardware failure,4.0
TKT-00444,2026-03-07 12:01:00,,Pending Vendor,P3 - Medium,Hardware,Keyboard/mouse,Email,Malaga,Field Support,,1440,,Configuration issue,
TKT-00445,2026-03-14 12:20:00,2026-03-14 19:24:00,Closed,P3 - Medium,Software,Performance issue,Monitoring Alert,Perth CBD,Security Support,424.0,1440,True,Network outage,5.0
TKT-00446,2026-02-12 17:51:00,2026-02-13 09:28:00,Closed,P3 - Medium,Hardware,Keyboard/mouse,Self-service Portal,Osborne Park,Security Support,937.0,1440,True,Unknown,5.0
TKT-00447,2026-03-22 12:41:00,2026-03-23 01:05:00,Closed,P2 - High,CCTV,IP address conflict,Walk-up,Canning Vale,Network Support,744.0,480,False,Access permission,3.0
TKT-00448,2026-02-17 07:08:00,2026-02-17 23:25:00,Closed,P4 - Low,Software,Installation request,Email,Wangara,Desktop Support,977.0,2880,True,Software bug,5.0
TKT-00449,2026-05-21 07:01:00,,Open,P2 - High,Network,VPN issue,Self-service Portal,Perth CBD,Service Desk,,480,,Hardware failure,
TKT-00450,2026-04-10 11:14:00,,Pending Vendor,P2 - High,Account,Access request,Walk-up,Canning Vale,Desktop Support,,480,,Configuration issue,
TKT-00451,2026-04-02 12:55:00,2026-04-02 20:37:00,Closed,P2 - High,Software,Installation request,Self-service Portal,Canning Vale,Desktop Support,462.0,480,True,Access permission,4.0
TKT-00452,2026-06-12 16:27:00,2026-06-13 01:13:00,Closed,P3 - Medium,Software,Installation request,Walk-up,Canning Vale,Field Support,526.0,1440,True,Configuration issue,5.0
TKT-00453,2026-03-08 09:19:00,2026-03-08 11:11:00,Closed,P3 - Medium,Printer,Driver issue,Walk-up,Malaga,Security Support,112.0,1440,True,Network outage,3.0
TKT-00454,2026-05-03 11:00:00,,Pending Vendor,P4 - Low,Network,VPN issue,Walk-up,Osborne Park,Desktop Support,,2880,,Unknown,
TKT-00455,2026-05-24 13:25:00,2026-05-24 21:29:00,Closed,P3 - Medium,Network,VPN issue,Monitoring Alert,Wangara,Network Support,484.0,1440,True,User error,4.0
TKT-00456,2026-06-06 18:43:00,2026-06-07 06:54:00,Resolved,P3 - Medium,Software,Installation request,Monitoring Alert,Wangara,Service Desk,731.0,1440,True,Configuration issue,4.0
TKT-00457,2026-04-26 11:44:00,2026-04-26 23:42:00,Closed,P2 - High,Network,Slow connection,Email,Wangara,Service Desk,718.0,480,False,Network outage,4.0
TKT-00458,2026-02-02 18:28:00,2026-02-03 02:03:00,Closed,P4 - Low,Network,LAN outage,Email,Wangara,Service Desk,455.0,2880,True,Software bug,5.0
TKT-00459,2026-05-08 12:29:00,2026-05-08 18:18:00,Resolved,P3 - Medium,Network,Wi-Fi issue,Walk-up,Perth CBD,Desktop Support,349.0,1440,True,User error,5.0
TKT-00460,2026-02-16 10:57:00,2026-02-16 18:44:00,Closed,P3 - Medium,Hardware,Keyboard/mouse,Email,Perth CBD,Desktop Support,467.0,1440,True,Software bug,5.0
TKT-00461,2026-01-09 10:29:00,2026-01-09 22:05:00,Resolved,P3 - Medium,Printer,Print queue issue,Self-service Portal,Remote User,Desktop Support,696.0,1440,True,Software bug,5.0
TKT-00462,2026-02-10 17:46:00,,Pending Vendor,P4 - Low,Hardware,Workstation fault,Self-service Portal,Osborne Park,Service Desk,,2880,,Hardware failure,
TKT-00463,2026-01-14 17:13:00,2026-01-15 12:39:00,Closed,P3 - Medium,Software,Software update,Monitoring Alert,Malaga,Service Desk,1166.0,1440,True,Configuration issue,5.0
TKT-00464,2026-03-04 07:02:00,2026-03-04 12:50:00,Closed,P3 - Medium,Printer,Network printer offline,Self-service Portal,Wangara,Network Support,348.0,1440,True,Unknown,5.0
TKT-00465,2026-06-08 12:59:00,2026-06-08 20:37:00,Closed,P2 - High,Network,Wi-Fi issue,Email,Malaga,Desktop Support,458.0,480,True,Access permission,5.0
TKT-00466,2026-03-23 15:50:00,2026-03-24 02:17:00,Closed,P2 - High,Software,Performance issue,Phone,Perth CBD,Security Support,627.0,480,False,Hardware failure,4.0
TKT-00467,2026-06-30 14:35:00,2026-06-30 16:57:00,Closed,P3 - Medium,Account,Account lockout,Phone,Osborne Park,Desktop Support,142.0,1440,True,Network outage,4.0
TKT-00468,2026-06-03 15:10:00,2026-06-04 11:53:00,Closed,P3 - Medium,Hardware,Monitor issue,Monitoring Alert,Malaga,Network Support,1243.0,1440,True,Network outage,3.0
TKT-00469,2026-04-08 18:11:00,2026-04-08 21:06:00,Closed,P1 - Critical,Hardware,Peripheral fault,Walk-up,Osborne Park,Desktop Support,175.0,240,True,Hardware failure,5.0
